transaction_id,customer_id,product_id,quantity,amount_paise,currency,status,method,attempt_count,created_at,updated_at,refunded_at
txn_000193,cust_0075,prod_007,3,239700,INR,CAPTURED,card,1,2026-06-17T08:23:21+05:30,2026-06-17T08:23:21+05:30,
txn_000194,cust_0076,prod_001,1,49900,INR,CAPTURED,wallet,1,2026-03-17T15:43:03+05:30,2026-03-17T15:43:03+05:30,
txn_000195,cust_0076,prod_018,1,1199900,INR,CAPTURED,upi,1,2026-07-22T13:54:53+05:30,2026-07-22T13:54:53+05:30,
txn_000196,cust_0076,prod_001,1,49900,INR,CAPTURED,wallet,1,2026-03-10T13:26:55+05:30,2026-03-10T13:26:55+05:30,
txn_000197,cust_0076,prod_010,1,799900,INR,CAPTURED,wallet,1,2026-07-24T22:41:42+05:30,2026-07-24T22:41:42+05:30,
txn_000198,cust_0076,prod_018,1,1199900,INR,CAPTURED,netbanking,1,2026-08-27T19:04:04+05:30,2026-08-27T19:04:04+05:30,
txn_000199,cust_0078,prod_016,1,14900,INR,CAPTURED,card,1,2026-03-16T15:46:22+05:30,2026-03-16T15:46:22+05:30,
txn_000200,cust_0079,prod_003,1,399900,INR,CAPTURED,netbanking,1,2026-04-29T13:28:07+05:30,2026-04-29T13:28:07+05:30,
txn_000201,cust_0079,prod_013,3,899700,INR,CAPTURED,wallet,1,2026-04-08T20:45:06+05:30,2026-04-08T20:45:06+05:30,
txn_000202,cust_0079,prod_005,1,3999900,INR,CAPTURED,wallet,1,2026-07-22T12:35:02+05:30,2026-07-22T12:35:02+05:30,
txn_000203,cust_0079,prod_017,1,449900,INR,CAPTURED,netbanking,1,2026-07-18T16:18:30+05:30,2026-07-18T16:18:30+05:30,
txn_000204,cust_0080,prod_018,1,1199900,INR,CAPTURED,card,1,2026-08-09T09:03:50+05:30,2026-08-09T09:03:50+05:30,
txn_000205,cust_0080,prod_014,1,899900,INR,CAPTURED,upi,1,2026-03-11T22:46:23+05:30,2026-03-11T22:46:23+05:30,
txn_000206,cust_0080,prod_004,1,1499900,INR,CAPTURED,card,1,2026-07-16T15:47:08+05:30,2026-07-16T15:47:08+05:30,
txn_000207,cust_0080,prod_005,1,3999900,INR,CAPTURED,card,1,2026-05-07T10:17:44+05:30,2026-05-07T10:17:44+05:30,
txn_000208,cust_0081,prod_017,1,449900,INR,CAPTURED,netbanking,1,2026-07-29T13:34:12+05:30,2026-07-29T13:34:12+05:30,
txn_000209,cust_0081,prod_017,1,449900,INR,CAPTURED,netbanking,1,2026-07-05T14:29:26+05:30,2026-07-05T14:29:26+05:30,
txn_000210,cust_0081,prod_003,1,399900,INR,CAPTURED,wallet,1,2026-07-11T19:22:50+05:30,2026-07-11T19:22:50+05:30,
txn_000211,cust_0081,prod_003,1,399900,INR,CAPTURED,upi,1,2026-06-09T18:36:18+05:30,2026-06-09T18:36:18+05:30,
txn_000212,cust_0081,prod_010,1,799900,INR,CAPTURED,card,1,2026-05-11T18:30:08+05:30,2026-05-11T18:30:08+05:30,
txn_000213,cust_0082,prod_015,1,19900,INR,CAPTURED,wallet,1,2026-07-15T16:14:34+05:30,2026-07-15T16:14:34+05:30,
txn_000214,cust_0082,prod_002,1,149900,INR,CAPTURED,wallet,1,2026-03-05T13:02:40+05:30,2026-03-05T13:02:40+05:30,
txn_000215,cust_0083,prod_013,1,299900,INR,CAPTURED,card,1,2026-06-12T20:48:42+05:30,2026-06-12T20:48:42+05:30,
txn_000216,cust_0083,prod_008,2,259800,INR,CAPTURED,card,1,2026-07-01T03:56:21+05:30,2026-07-01T03:56:21+05:30,
txn_000217,cust_0084,prod_009,1,249900,INR,CAPTURED,wallet,1,2026-07-06T15:11:02+05:30,2026-07-06T15:11:02+05:30,
txn_000218,cust_0084,prod_017,1,449900,INR,CAPTURED,card,1,2026-07-10T17:25:40+05:30,2026-07-10T17:25:40+05:30,
txn_000219,cust_0084,prod_007,1,79900,INR,CAPTURED,wallet,1,2026-06-26T08:40:45+05:30,2026-06-26T08:40:45+05:30,
txn_000220,cust_0084,prod_007,2,159800,INR,CAPTURED,wallet,1,2026-03-07T19:35:40+05:30,2026-03-07T19:35:40+05:30,
txn_000221,cust_0084,prod_018,1,1199900,INR,CAPTURED,wallet,1,2026-04-09T11:59:51+05:30,2026-04-09T11:59:51+05:30,
txn_000222,cust_0085,prod_009,1,249900,INR,CAPTURED,netbanking,1,2026-03-18T14:25:11+05:30,2026-03-18T14:25:11+05:30,
txn_000223,cust_0085,prod_001,1,49900,INR,CAPTURED,wallet,1,2026-06-08T18:03:55+05:30,2026-06-08T18:03:55+05:30,
txn_000224,cust_0085,prod_014,2,1799800,INR,CAPTURED,upi,1,2026-07-24T10:35:11+05:30,2026-07-24T10:35:11+05:30,
txn_000225,cust_0085,prod_004,2,2999800,INR,CAPTURED,netbanking,1,2026-05-19T09:17:49+05:30,2026-05-19T09:17:49+05:30,
txn_000226,cust_0086,prod_010,1,799900,INR,CAPTURED,netbanking,1,2026-06-15T17:17:41+05:30,2026-06-15T17:17:41+05:30,
txn_000227,cust_0086,prod_017,1,449900,INR,CAPTURED,upi,1,2026-03-16T14:25:25+05:30,2026-03-16T14:25:25+05:30,
txn_000228,cust_0087,prod_009,1,249900,INR,CAPTURED,upi,1,2026-05-27T21:22:18+05:30,2026-05-27T21:22:18+05:30,
txn_000229,cust_0089,prod_009,3,749700,INR,CAPTURED,upi,1,2026-03-30T14:46:30+05:30,2026-03-30T14:46:30+05:30,
txn_000230,cust_0089,prod_009,1,249900,INR,CAPTURED,upi,1,2026-04-08T19:10:46+05:30,2026-04-08T19:10:46+05:30,
txn_000231,cust_0090,prod_016,1,14900,INR,CAPTURED,wallet,1,2026-07-21T16:50:57+05:30,2026-07-21T16:50:57+05:30,
txn_000232,cust_0091,prod_017,1,449900,INR,CAPTURED,netbanking,1,2026-03-18T19:23:53+05:30,2026-03-18T19:23:53+05:30,
txn_000233,cust_0091,prod_002,2,299800,INR,CAPTURED,netbanking,1,2026-03-16T08:51:38+05:30,2026-03-16T08:51:38+05:30,
txn_000234,cust_0092,prod_010,1,799900,INR,CAPTURED,card,1,2026-04-14T20:51:58+05:30,2026-04-14T20:51:58+05:30,
txn_000235,cust_0092,prod_010,1,799900,INR,CAPTURED,upi,1,2026-08-11T22:46:18+05:30,2026-08-11T22:46:18+05:30,
txn_000236,cust_0092,prod_013,1,299900,INR,CAPTURED,wallet,1,2026-04-30T20:22:54+05:30,2026-04-30T20:22:54+05:30,
txn_000237,cust_0093,prod_007,1,79900,INR,CAPTURED,wallet,1,2026-06-25T20:04:11+05:30,2026-06-25T20:04:11+05:30,
txn_000238,cust_0093,prod_008,1,129900,INR,CAPTURED,card,1,2026-06-30T11:26:18+05:30,2026-06-30T11:26:18+05:30,
txn_000239,cust_0095,prod_013,1,299900,INR,CAPTURED,wallet,1,2026-04-10T08:41:11+05:30,2026-04-10T08:41:11+05:30,
txn_000240,cust_0096,prod_013,1,299900,INR,CAPTURED,wallet,1,2026-06-16T22:26:12+05:30,2026-06-16T22:26:12+05:30,
txn_000241,cust_0097,prod_008,1,129900,INR,CAPTURED,netbanking,1,2026-05-28T18:24:42+05:30,2026-05-28T18:24:42+05:30,
txn_000242,cust_0099,prod_017,1,449900,INR,CAPTURED,wallet,1,2026-06-30T20:09:34+05:30,2026-06-30T20:09:34+05:30,
txn_000243,cust_0099,prod_010,1,799900,INR,CAPTURED,netbanking,1,2026-04-07T10:47:17+05:30,2026-04-07T10:47:17+05:30,
txn_000244,cust_0099,prod_013,3,899700,INR,CAPTURED,upi,1,2026-05-08T10:20:13+05:30,2026-05-08T10:20:13+05:30,
txn_000245,cust_0099,prod_009,1,249900,INR,CAPTURED,wallet,1,2026-05-22T18:17:12+05:30,2026-05-22T18:17:12+05:30,
txn_000246,cust_0099,prod_003,1,399900,INR,CAPTURED,card,1,2026-03-22T17:37:00+05:30,2026-03-22T17:37:00+05:30,
txn_000247,cust_0100,prod_015,1,19900,INR,CAPTURED,netbanking,1,2026-07-27T13:39:33+05:30,2026-07-27T13:39:33+05:30,
txn_000248,cust_0100,prod_008,1,129900,INR,CAPTURED,netbanking,1,2026-08-05T11:24:18+05:30,2026-08-05T11:24:18+05:30,
txn_000249,cust_0101,prod_003,1,399900,INR,CAPTURED,netbanking,1,2026-05-21T11:28:17+05:30,2026-05-21T11:28:17+05:30,
txn_000250,cust_0102,prod_010,1,799900,INR,CAPTURED,card,1,2026-06-04T13:59:44+05:30,2026-06-04T13:59:44+05:30,
txn_000251,cust_0102,prod_014,2,1799800,INR,CAPTURED,upi,1,2026-06-29T11:32:09+05:30,2026-06-29T11:32:09+05:30,
txn_000252,cust_0103,prod_010,1,799900,INR,CAPTURED,upi,1,2026-08-28T17:54:37+05:30,2026-08-28T17:54:37+05:30,
txn_000253,cust_0103,prod_018,2,2399800,INR,CAPTURED,wallet,1,2026-04-18T09:23:25+05:30,2026-04-18T09:23:25+05:30,
txn_000254,cust_0103,prod_012,1,6499900,INR,CAPTURED,card,1,2026-07-28T07:58:29+05:30,2026-07-28T07:58:29+05:30,
txn_000255,cust_0103,prod_011,1,2499900,INR,CAPTURED,upi,1,2026-07-17T18:26:51+05:30,2026-07-17T18:26:51+05:30,
txn_000256,cust_0103,prod_012,2,12999800,INR,CAPTURED,upi,1,2026-03-29T13:29:44+05:30,2026-03-29T13:29:44+05:30,
txn_000257,cust_0103,prod_010,1,799900,INR,CAPTURED,netbanking,1,2026-05-21T13:03:37+05:30,2026-05-21T13:03:37+05:30,
txn_000258,cust_0104,prod_018,1,1199900,INR,CAPTURED,card,1,2026-05-25T12:52:26+05:30,2026-05-25T12:52:26+05:30,
txn_000259,cust_0104,prod_017,1,449900,INR,CAPTURED,netbanking,1,2026-06-12T12:04:06+05:30,2026-06-12T12:04:06+05:30,
txn_000260,cust_0104,prod_007,3,239700,INR,CAPTURED,card,1,2026-07-07T17:05:11+05:30,2026-07-07T17:05:11+05:30,
txn_000261,cust_0105,prod_003,1,399900,INR,CAPTURED,upi,1,2026-06-17T18:14:00+05:30,2026-06-17T18:14:00+05:30,
txn_000262,cust_0106,prod_001,1,49900,INR,CAPTURED,wallet,1,2026-06-17T21:45:50+05:30,2026-06-17T21:45:50+05:30,
txn_000263,cust_0106,prod_003,1,399900,INR,CAPTURED,netbanking,1,2026-07-21T19:51:49+05:30,2026-07-21T19:51:49+05:30,
txn_000264,cust_0107,prod_001,1,49900,INR,CAPTURED,wallet,1,2026-04-05T07:47:22+05:30,2026-04-05T07:47:22+05:30,
txn_000265,cust_0107,prod_001,2,99800,INR,CAPTURED,card,1,2026-04-14T14:30:58+05:30,2026-04-14T14:30:58+05:30,
txn_000266,cust_0108,prod_009,1,249900,INR,CAPTURED,card,1,2026-05-19T17:00:56+05:30,2026-05-19T17:00:56+05:30,
txn_000267,cust_0108,prod_017,1,449900,INR,CAPTURED,card,1,2026-07-02T08:07:35+05:30,2026-07-02T08:07:35+05:30,
txn_000268,cust_0108,prod_009,1,249900,INR,CAPTURED,card,1,2026-08-06T20:42:58+05:30,2026-08-06T20:42:58+05:30,
txn_000269,cust_0108,prod_004,1,1499900,INR,CAPTURED,wallet,1,2026-07-21T14:56:45+05:30,2026-07-21T14:56:45+05:30,
txn_000270,cust_0109,prod_018,1,1199900,INR,CAPTURED,wallet,1,2026-08-16T11:58:02+05:30,2026-08-16T11:58:02+05:30,
txn_000271,cust_0109,prod_007,1,79900,INR,CAPTURED,upi,1,2026-04-24T06:26:10+05:30,2026-04-24T06:26:10+05:30,
txn_000272,cust_0109,prod_002,1,149900,INR,CAPTURED,upi,1,2026-03-12T22:22:37+05:30,2026-03-12T22:22:37+05:30,
txn_000273,cust_0110,prod_016,1,14900,INR,CAPTURED,upi,1,2026-04-24T19:09:06+05:30,2026-04-24T19:09:06+05:30,
txn_000274,cust_0110,prod_002,1,149900,INR,CAPTURED,upi,1,2026-03-28T17:03:48+05:30,2026-03-28T17:03:48+05:30,
txn_000275,cust_0111,prod_004,2,2999800,INR,CAPTURED,upi,1,2026-05-21T20:02:40+05:30,2026-05-21T20:02:40+05:30,
txn_000276,cust_0111,prod_010,1,799900,INR,CAPTURED,card,1,2026-03-11T15:48:02+05:30,2026-03-11T15:48:02+05:30,
txn_000277,cust_0111,prod_017,1,449900,INR,CAPTURED,card,1,2026-05-11T09:55:05+05:30,2026-05-11T09:55:05+05:30,
txn_000278,cust_0111,prod_014,1,899900,INR,CAPTURED,card,1,2026-03-09T12:07:06+05:30,2026-03-09T12:07:06+05:30,
txn_000279,cust_0112,prod_003,1,399900,INR,CAPTURED,wallet,1,2026-06-15T17:37:43+05:30,2026-06-15T17:37:43+05:30,
txn_000280,cust_0113,prod_001,1,49900,INR,CAPTURED,card,1,2026-05-27T07:28:12+05:30,2026-05-27T07:28:12+05:30,
txn_000281,cust_0113,prod_009,1,249900,INR,CAPTURED,wallet,1,2026-08-05T22:37:55+05:30,2026-08-05T22:37:55+05:30,
txn_000282,cust_0114,prod_001,1,49900,INR,CAPTURED,card,1,2026-03-22T19:53:46+05:30,2026-03-22T19:53:46+05:30,
txn_000283,cust_0115,prod_001,1,49900,INR,CAPTURED,card,1,2026-09-01T20:55:34+05:30,2026-09-01T20:55:34+05:30,
txn_000284,cust_0116,prod_015,1,19900,INR,CAPTURED,card,1,2026-07-09T16:43:50+05:30,2026-07-09T16:43:50+05:30,
txn_000285,cust_0116,prod_016,1,14900,INR,CAPTURED,wallet,1,2026-05-22T20:15:57+05:30,2026-05-22T20:15:57+05:30,
txn_000286,cust_0118,prod_009,1,249900,INR,CAPTURED,wallet,1,2026-05-26T14:50:55+05:30,2026-05-26T14:50:55+05:30,
txn_000287,cust_0119,prod_007,1,79900,INR,CAPTURED,card,1,2026-03-26T15:51:55+05:30,2026-03-26T15:51:55+05:30,
txn_000288,cust_0119,prod_010,1,799900,INR,CAPTURED,netbanking,1,2026-05-22T23:32:55+05:30,2026-05-22T23:32:55+05:30,
txn_000289,cust_0119,prod_010,1,799900,INR,CAPTURED,card,1,2026-04-21T20:30:55+05:30,2026-04-21T20:30:55+05:30,
txn_000290,cust_0119,prod_008,1,129900,INR,CAPTURED,upi,1,2026-08-06T06:32:09+05:30,2026-08-06T06:32:09+05:30,
txn_000291,cust_0119,prod_014,1,899900,INR,CAPTURED,card,1,2026-07-20T07:02:16+05:30,2026-07-20T07:02:16+05:30,
txn_000292,cust_0120,prod_013,1,299900,INR,CAPTURED,upi,1,2026-03-24T23:40:31+05:30,2026-03-24T23:40:31+05:30,
txn_000293,cust_0120,prod_003,3,1199700,INR,CAPTURED,netbanking,1,2026-08-06T07:44:40+05:30,2026-08-06T07:44:40+05:30,
txn_000294,cust_0120,prod_007,1,79900,INR,CAPTURED,upi,1,2026-04-29T22:40:06+05:30,2026-04-29T22:40:06+05:30,
txn_000295,cust_0120,prod_014,1,899900,INR,CAPTURED,netbanking,1,2026-06-24T19:19:35+05:30,2026-06-24T19:19:35+05:30,
txn_000296,cust_0121,prod_014,3,2699700,INR,CAPTURED,netbanking,1,2026-07-06T18:39:42+05:30,2026-07-06T18:39:42+05:30,
txn_000297,cust_0121,prod_014,1,899900,INR,CAPTURED,wallet,1,2026-08-06T07:13:12+05:30,2026-08-06T07:13:12+05:30,
txn_000298,cust_0121,prod_002,1,149900,INR,CAPTURED,netbanking,1,2026-06-24T04:42:46+05:30,2026-06-24T04:42:46+05:30,
txn_000299,cust_0121,prod_003,3,1199700,INR,CAPTURED,wallet,1,2026-08-14T08:04:26+05:30,2026-08-14T08:04:26+05:30,
txn_000300,cust_0122,prod_001,1,49900,INR,CAPTURED,upi,1,2026-05-20T11:38:01+05:30,2026-05-20T11:38:01+05:30,
txn_000301,cust_0122,prod_016,1,14900,INR,CAPTURED,netbanking,1,2026-04-29T20:55:48+05:30,2026-04-29T20:55:48+05:30,
txn_000302,cust_0123,prod_005,1,3999900,INR,CAPTURED,wallet,1,2026-07-17T22:21:48+05:30,2026-07-17T22:21:48+05:30,
txn_000303,cust_0123,prod_014,1,899900,INR,CAPTURED,card,1,2026-07-08T14:06:11+05:30,2026-07-08T14:06:11+05:30,
txn_000304,cust_0123,prod_011,1,2499900,INR,CAPTURED,netbanking,1,2026-03-14T08:18:48+05:30,2026-03-14T08:18:48+05:30,
txn_000305,cust_0123,prod_009,1,249900,INR,CAPTURED,upi,1,2026-04-02T15:04:30+05:30,2026-04-02T15:04:30+05:30,
txn_000306,cust_0123,prod_013,1,299900,INR,CAPTURED,card,1,2026-08-06T12:36:24+05:30,2026-08-06T12:36:24+05:30,
txn_000307,cust_0123,prod_010,3,2399700,INR,CAPTURED,card,1,2026-07-11T13:43:35+05:30,2026-07-11T13:43:35+05:30,
txn_000308,cust_0123,prod_009,1,249900,INR,CAPTURED,upi,1,2026-07-03T15:57:31+05:30,2026-07-03T15:57:31+05:30,
txn_000309,cust_0123,prod_012,1,6499900,INR,CAPTURED,netbanking,1,2026-07-30T08:00:48+05:30,2026-07-30T08:00:48+05:30,
txn_000310,cust_0124,prod_008,1,129900,INR,CAPTURED,upi,1,2026-08-21T19:55:04+05:30,2026-08-21T19:55:04+05:30,
txn_000311,cust_0124,prod_001,2,99800,INR,CAPTURED,card,1,2026-06-06T15:54:17+05:30,2026-06-06T15:54:17+05:30,
txn_000312,cust_0125,prod_011,1,2499900,INR,CAPTURED,card,1,2026-07-10T17:40:45+05:30,2026-07-10T17:40:45+05:30,
txn_000313,cust_0125,prod_010,1,799900,INR,CAPTURED,upi,1,2026-06-15T15:57:03+05:30,2026-06-15T15:57:03+05:30,
txn_000314,cust_0125,prod_002,1,149900,INR,CAPTURED,netbanking,1,2026-03-19T13:38:11+05:30,2026-03-19T13:38:11+05:30,
txn_000315,cust_0125,prod_013,1,299900,INR,CAPTURED,upi,1,2026-06-09T11:19:29+05:30,2026-06-09T11:19:29+05:30,
txn_000316,cust_0125,prod_017,2,899800,INR,CAPTURED,wallet,1,2026-07-30T22:45:45+05:30,2026-07-30T22:45:45+05:30,
txn_000317,cust_0125,prod_011,1,2499900,INR,CAPTURED,card,1,2026-05-12T20:22:23+05:30,2026-05-12T20:22:23+05:30,
txn_000318,cust_0125,prod_018,1,1199900,INR,CAPTURED,netbanking,1,2026-04-03T19:04:35+05:30,2026-04-03T19:04:35+05:30,
txn_000319,cust_0128,prod_009,1,249900,INR,CAPTURED,upi,1,2026-05-28T11:37:30+05:30,2026-05-28T11:37:30+05:30,
txn_000320,cust_0128,prod_013,2,599800,INR,CAPTURED,netbanking,1,2026-07-27T17:19:16+05:30,2026-07-27T17:19:16+05:30,
txn_000321,cust_0128,prod_014,3,2699700,INR,CAPTURED,netbanking,1,2026-05-15T11:04:41+05:30,2026-05-15T11:04:41+05:30,
txn_000322,cust_0128,prod_018,1,1199900,INR,CAPTURED,netbanking,1,2026-05-19T12:56:52+05:30,2026-05-19T12:56:52+05:30,
txn_000323,cust_0128,prod_006,1,8999900,INR,CAPTURED,wallet,1,2026-05-19T09:53:40+05:30,2026-05-19T09:53:40+05:30,
txn_000324,cust_0128,prod_011,1,2499900,INR,CAPTURED,upi,1,2026-07-20T19:18:08+05:30,2026-07-20T19:18:08+05:30,
txn_000325,cust_0128,prod_006,1,8999900,INR,CAPTURED,netbanking,1,2026-05-03T15:20:01+05:30,2026-05-03T15:20:01+05:30,
txn_000326,cust_0128,prod_006,1,8999900,INR,CAPTURED,card,1,2026-03-20T19:52:08+05:30,2026-03-20T19:52:08+05:30,
txn_000327,cust_0129,prod_013,1,299900,INR,CAPTURED,wallet,1,2026-08-17T17:27:04+05:30,2026-08-17T17:27:04+05:30,
txn_000328,cust_0129,prod_013,1,299900,INR,CAPTURED,wallet,1,2026-06-18T15:48:21+05:30,2026-06-18T15:48:21+05:30,
txn_000329,cust_0129,prod_008,1,129900,INR,CAPTURED,card,1,2026-05-09T14:00:50+05:30,2026-05-09T14:00:50+05:30,
txn_000330,cust_0131,prod_007,1,79900,INR,CAPTURED,wallet,1,2026-08-22T14:26:01+05:30,2026-08-22T14:26:01+05:30,
txn_000331,cust_0131,prod_007,1,79900,INR,CAPTURED,upi,1,2026-04-02T13:30:58+05:30,2026-04-02T13:30:58+05:30,
txn_000332,cust_0132,prod_008,2,259800,INR,CAPTURED,netbanking,1,2026-07-09T19:25:37+05:30,2026-07-09T19:25:37+05:30,
txn_000333,cust_0132,prod_007,1,79900,INR,CAPTURED,wallet,1,2026-08-13T18:04:53+05:30,2026-08-13T18:04:53+05:30,
txn_000334,cust_0132,prod_018,1,1199900,INR,CAPTURED,netbanking,1,2026-07-29T20:28:17+05:30,2026-07-29T20:28:17+05:30,
txn_000335,cust_0132,prod_010,1,799900,INR,CAPTURED,upi,1,2026-04-01T14:09:16+05:30,2026-04-01T14:09:16+05:30,
txn_000336,cust_0133,prod_017,1,449900,INR,CAPTURED,wallet,1,2026-04-26T20:25:16+05:30,2026-04-26T20:25:16+05:30,
txn_000337,cust_0133,prod_004,1,1499900,INR,CAPTURED,card,1,2026-04-16T12:41:00+05:30,2026-04-16T12:41:00+05:30,
txn_000338,cust_0133,prod_012,1,6499900,INR,CAPTURED,wallet,1,2026-03-25T10:30:58+05:30,2026-03-25T10:30:58+05:30,
txn_000339,cust_0133,prod_010,2,1599800,INR,CAPTURED,netbanking,1,2026-05-12T11:52:25+05:30,2026-05-12T11:52:25+05:30,
txn_000340,cust_0134,prod_008,1,129900,INR,CAPTURED,card,1,2026-06-16T19:12:01+05:30,2026-06-16T19:12:01+05:30,
txn_000341,cust_0134,prod_014,1,899900,INR,CAPTURED,upi,1,2026-05-16T15:43:10+05:30,2026-05-16T15:43:10+05:30,
txn_000342,cust_0134,prod_007,2,159800,INR,CAPTURED,upi,1,2026-04-06T20:27:00+05:30,2026-04-06T20:27:00+05:30,
txn_000343,cust_0135,prod_017,1,449900,INR,CAPTURED,netbanking,1,2026-04-15T13:37:30+05:30,2026-04-15T13:37:30+05:30,
txn_000344,cust_0135,prod_007,1,79900,INR,CAPTURED,card,1,2026-05-01T19:40:34+05:30,2026-05-01T19:40:34+05:30,
txn_000345,cust_0135,prod_001,1,49900,INR,CAPTURED,netbanking,1,2026-03-30T19:24:32+05:30,2026-03-30T19:24:32+05:30,
txn_000346,cust_0135,prod_017,1,449900,INR,CAPTURED,wallet,1,2026-04-29T12:26:30+05:30,2026-04-29T12:26:30+05:30,
txn_000347,cust_0136,prod_002,1,149900,INR,CAPTURED,upi,1,2026-06-22T13:51:23+05:30,2026-06-22T13:51:23+05:30,
txn_000348,cust_0136,prod_004,1,1499900,INR,CAPTURED,upi,1,2026-05-14T12:20:35+05:30,2026-05-14T12:20:35+05:30,
txn_000349,cust_0136,prod_013,1,299900,INR,CAPTURED,upi,1,2026-04-17T19:38:20+05:30,2026-04-17T19:38:20+05:30,
txn_000350,cust_0137,prod_008,1,129900,INR,CAPTURED,wallet,1,2026-04-20T14:30:14+05:30,2026-04-20T14:30:14+05:30,
txn_000351,cust_0138,prod_002,2,299800,INR,CAPTURED,wallet,1,2026-04-09T19:47:51+05:30,2026-04-09T19:47:51+05:30,
txn_000352,cust_0138,prod_010,3,2399700,INR,CAPTURED,wallet,1,2026-07-13T20:10:07+05:30,2026-07-13T20:10:07+05:30,
txn_000353,cust_0138,prod_018,3,3599700,INR,CAPTURED,wallet,1,2026-06-26T08:56:00+05:30,2026-06-26T08:56:00+05:30,
txn_000354,cust_0139,prod_008,1,129900,INR,CAPTURED,upi,1,2026-08-11T06:06:11+05:30,2026-08-11T06:06:11+05:30,
txn_000355,cust_0139,prod_003,1,399900,INR,CAPTURED,card,1,2026-07-06T20:48:01+05:30,2026-07-06T20:48:01+05:30,
txn_000356,cust_0139,prod_007,1,79900,INR,CAPTURED,card,1,2026-05-21T18:19:51+05:30,2026-05-21T18:19:51+05:30,
txn_000357,cust_0139,prod_013,1,299900,INR,CAPTURED,card,1,2026-08-21T13:02:12+05:30,2026-08-21T13:02:12+05:30,
txn_000358,cust_0139,prod_001,1,49900,INR,CAPTURED,upi,1,2026-07-20T12:52:21+05:30,2026-07-20T12:52:21+05:30,
txn_000359,cust_0140,prod_006,1,8999900,INR,CAPTURED,wallet,1,2026-04-20T22:07:16+05:30,2026-04-20T22:07:16+05:30,
txn_000360,cust_0140,prod_012,1,6499900,INR,CAPTURED,wallet,1,2026-05-13T18:53:29+05:30,2026-05-13T18:53:29+05:30,
txn_000361,cust_0140,prod_003,1,399900,INR,CAPTURED,wallet,1,2026-05-29T19:15:30+05:30,2026-05-29T19:15:30+05:30,
txn_000362,cust_0140,prod_003,1,399900,INR,CAPTURED,card,1,2026-04-07T10:36:44+05:30,2026-04-07T10:36:44+05:30,
txn_000363,cust_0140,prod_014,3,2699700,INR,CAPTURED,wallet,1,2026-07-13T12:19:30+05:30,2026-07-13T12:19:30+05:30,
txn_000364,cust_0140,prod_017,1,449900,INR,CAPTURED,netbanking,1,2026-07-02T14:46:30+05:30,2026-07-02T14:46:30+05:30,
txn_000365,cust_0140,prod_009,1,249900,INR,CAPTURED,card,1,2026-07-14T18:45:06+05:30,2026-07-14T18:45:06+05:30,
txn_000366,cust_0140,prod_013,1,299900,INR,CAPTURED,card,1,2026-03-20T23:24:41+05:30,2026-03-20T23:24:41+05:30,
txn_000367,cust_0142,prod_016,1,14900,INR,CAPTURED,upi,1,2026-03-18T10:33:45+05:30,2026-03-18T10:33:45+05:30,
txn_000368,cust_0142,prod_003,1,399900,INR,CAPTURED,upi,1,2026-07-25T18:50:59+05:30,2026-07-25T18:50:59+05:30,
txn_000369,cust_0143,prod_014,1,899900,INR,CAPTURED,upi,1,2026-08-26T18:59:56+05:30,2026-08-26T18:59:56+05:30,
txn_000370,cust_0143,prod_014,1,899900,INR,CAPTURED,upi,1,2026-05-21T19:58:38+05:30,2026-05-21T19:58:38+05:30,
txn_000371,cust_0143,prod_014,1,899900,INR,CAPTURED,upi,1,2026-06-28T16:01:02+05:30,2026-06-28T16:01:02+05:30,
txn_000372,cust_0143,prod_004,1,1499900,INR,CAPTURED,wallet,1,2026-05-31T15:29:31+05:30,2026-05-31T15:29:31+05:30,
txn_000373,cust_0143,prod_007,1,79900,INR,CAPTURED,card,1,2026-07-16T09:18:32+05:30,2026-07-16T09:18:32+05:30,
txn_000374,cust_0145,prod_008,1,129900,INR,CAPTURED,wallet,1,2026-03-06T12:11:00+05:30,2026-03-06T12:11:00+05:30,
txn_000375,cust_0145,prod_008,1,129900,INR,CAPTURED,upi,1,2026-06-11T18:00:55+05:30,2026-06-11T18:00:55+05:30,
txn_000376,cust_0145,prod_001,1,49900,INR,CAPTURED,card,1,2026-03-05T16:58:05+05:30,2026-03-05T16:58:05+05:30,
txn_000377,cust_0145,prod_008,1,129900,INR,CAPTURED,netbanking,1,2026-07-16T20:14:16+05:30,2026-07-16T20:14:16+05:30,
txn_000378,cust_0146,prod_001,1,49900,INR,CAPTURED,card,1,2026-03-07T14:49:20+05:30,2026-03-07T14:49:20+05:30,
txn_000379,cust_0146,prod_018,1,1199900,INR,CAPTURED,wallet,1,2026-03-14T19:19:31+05:30,2026-03-14T19:19:31+05:30,
txn_000380,cust_0146,prod_009,1,249900,INR,CAPTURED,upi,1,2026-04-06T17:09:15+05:30,2026-04-06T17:09:15+05:30,
txn_000381,cust_0147,prod_014,1,899900,INR,CAPTURED,netbanking,1,2026-03-03T17:51:31+05:30,2026-03-03T17:51:31+05:30,
txn_000382,cust_0147,prod_013,1,299900,INR,CAPTURED,upi,1,2026-04-08T11:54:17+05:30,2026-04-08T11:54:17+05:30,
txn_000383,cust_0147,prod_017,1,449900,INR,CAPTURED,card,1,2026-04-15T04:07:26+05:30,2026-04-15T04:07:26+05:30,
