attempt_id,transaction_id,customer_id,amount_paise,currency,status,failure_reason,method,attempt_no,retry_of_attempt_id,gateway_ref,created_at
pa_000205,txn_000182,cust_0058,1199900,INR,SUCCESS,,netbanking,1,,pay_SYN00000205,2026-08-28T12:06:01+05:30
pa_000206,txn_000183,cust_0058,79900,INR,SUCCESS,,upi,1,,pay_SYN00000206,2026-03-15T18:19:58+05:30
pa_000207,txn_000184,cust_0058,299900,INR,SUCCESS,,netbanking,1,,pay_SYN00000207,2026-05-11T18:32:24+05:30
pa_000208,txn_000185,cust_0059,1199900,INR,SUCCESS,,wallet,1,,pay_SYN00000208,2026-04-05T14:17:24+05:30
pa_000209,txn_000186,cust_0059,299900,INR,SUCCESS,,card,1,,pay_SYN00000209,2026-06-12T08:27:07+05:30
pa_000210,txn_000187,cust_0059,4499700,INR,SUCCESS,,wallet,1,,pay_SYN00000210,2026-07-30T09:03:11+05:30
pa_000211,txn_000188,cust_0065,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000211,2026-07-03T13:55:18+05:30
pa_000212,txn_000189,cust_0069,499800,INR,SUCCESS,,wallet,1,,pay_SYN00000212,2026-03-19T11:31:17+05:30
pa_000213,txn_000190,cust_0073,1499900,INR,SUCCESS,,wallet,1,,pay_SYN00000213,2026-07-31T12:37:19+05:30
pa_000214,txn_000191,cust_0073,79900,INR,SUCCESS,,netbanking,1,,pay_SYN00000214,2026-05-14T16:10:54+05:30
pa_000215,txn_000192,cust_0074,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000215,2026-05-13T12:30:51+05:30
pa_000216,txn_000193,cust_0075,239700,INR,SUCCESS,,card,1,,pay_SYN00000216,2026-06-17T08:23:21+05:30
pa_000217,txn_000194,cust_0076,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000217,2026-03-17T15:43:03+05:30
pa_000218,txn_000195,cust_0076,1199900,INR,SUCCESS,,upi,1,,pay_SYN00000218,2026-07-22T13:54:53+05:30
pa_000219,txn_000196,cust_0076,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000219,2026-03-10T13:26:55+05:30
pa_000220,txn_000197,cust_0076,799900,INR,SUCCESS,,wallet,1,,pay_SYN00000220,2026-07-24T22:41:42+05:30
pa_000221,txn_000198,cust_0076,1199900,INR,SUCCESS,,netbanking,1,,pay_SYN00000221,2026-08-27T19:04:04+05:30
pa_000222,txn_000199,cust_0078,14900,INR,SUCCESS,,card,1,,pay_SYN00000222,2026-03-16T15:46:22+05:30
pa_000223,txn_000200,cust_0079,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000223,2026-04-29T13:28:07+05:30
pa_000224,txn_000201,cust_0079,899700,INR,SUCCESS,,wallet,1,,pay_SYN00000224,2026-04-08T20:45:06+05:30
pa_000225,txn_000202,cust_0079,3999900,INR,SUCCESS,,wallet,1,,pay_SYN00000225,2026-07-22T12:35:02+05:30
pa_000226,txn_000203,cust_0079,449900,INR,SUCCESS,,netbanking,1,,pay_SYN00000226,2026-07-18T16:18:30+05:30
pa_000227,txn_000204,cust_0080,1199900,INR,SUCCESS,,card,1,,pay_SYN00000227,2026-08-09T09:03:50+05:30
pa_000228,txn_000205,cust_0080,899900,INR,SUCCESS,,upi,1,,pay_SYN00000228,2026-03-11T22:46:23+05:30
pa_000229,txn_000206,cust_0080,1499900,INR,SUCCESS,,card,1,,pay_SYN00000229,2026-07-16T15:47:08+05:30
pa_000230,txn_000207,cust_0080,3999900,INR,SUCCESS,,card,1,,pay_SYN00000230,2026-05-07T10:17:44+05:30
pa_000231,txn_000208,cust_0081,449900,INR,SUCCESS,,netbanking,1,,pay_SYN00000231,2026-07-29T13:34:12+05:30
pa_000232,txn_000209,cust_0081,449900,INR,SUCCESS,,netbanking,1,,pay_SYN00000232,2026-07-05T14:29:26+05:30
pa_000233,txn_000210,cust_0081,399900,INR,SUCCESS,,wallet,1,,pay_SYN00000233,2026-07-11T19:22:50+05:30
pa_000234,txn_000211,cust_0081,399900,INR,SUCCESS,,upi,1,,pay_SYN00000234,2026-06-09T18:36:18+05:30
pa_000235,txn_000212,cust_0081,799900,INR,SUCCESS,,card,1,,pay_SYN00000235,2026-05-11T18:30:08+05:30
pa_000236,txn_000213,cust_0082,19900,INR,SUCCESS,,wallet,1,,pay_SYN00000236,2026-07-15T16:14:34+05:30
pa_000237,txn_000214,cust_0082,149900,INR,SUCCESS,,wallet,1,,pay_SYN00000237,2026-03-05T13:02:40+05:30
pa_000238,txn_000215,cust_0083,299900,INR,SUCCESS,,card,1,,pay_SYN00000238,2026-06-12T20:48:42+05:30
pa_000239,txn_000216,cust_0083,259800,INR,SUCCESS,,card,1,,pay_SYN00000239,2026-07-01T03:56:21+05:30
pa_000240,txn_000217,cust_0084,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000240,2026-07-06T15:11:02+05:30
pa_000241,txn_000218,cust_0084,449900,INR,SUCCESS,,card,1,,pay_SYN00000241,2026-07-10T17:25:40+05:30
pa_000242,txn_000219,cust_0084,79900,INR,SUCCESS,,wallet,1,,pay_SYN00000242,2026-06-26T08:40:45+05:30
pa_000243,txn_000220,cust_0084,159800,INR,SUCCESS,,wallet,1,,pay_SYN00000243,2026-03-07T19:35:40+05:30
pa_000244,txn_000221,cust_0084,1199900,INR,SUCCESS,,wallet,1,,pay_SYN00000244,2026-04-09T11:59:51+05:30
pa_000245,txn_000222,cust_0085,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000245,2026-03-18T14:25:11+05:30
pa_000246,txn_000223,cust_0085,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000246,2026-06-08T18:03:55+05:30
pa_000247,txn_000224,cust_0085,1799800,INR,SUCCESS,,upi,1,,pay_SYN00000247,2026-07-24T10:35:11+05:30
pa_000248,txn_000225,cust_0085,2999800,INR,SUCCESS,,netbanking,1,,pay_SYN00000248,2026-05-19T09:17:49+05:30
pa_000249,txn_000226,cust_0086,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000249,2026-06-15T17:17:41+05:30
pa_000250,txn_000227,cust_0086,449900,INR,SUCCESS,,upi,1,,pay_SYN00000250,2026-03-16T14:25:25+05:30
pa_000251,txn_000228,cust_0087,249900,INR,SUCCESS,,upi,1,,pay_SYN00000251,2026-05-27T21:22:18+05:30
pa_000252,txn_000229,cust_0089,749700,INR,SUCCESS,,upi,1,,pay_SYN00000252,2026-03-30T14:46:30+05:30
pa_000253,txn_000230,cust_0089,249900,INR,SUCCESS,,upi,1,,pay_SYN00000253,2026-04-08T19:10:46+05:30
pa_000254,txn_000231,cust_0090,14900,INR,SUCCESS,,wallet,1,,pay_SYN00000254,2026-07-21T16:50:57+05:30
pa_000255,txn_000232,cust_0091,449900,INR,SUCCESS,,netbanking,1,,pay_SYN00000255,2026-03-18T19:23:53+05:30
pa_000256,txn_000233,cust_0091,299800,INR,SUCCESS,,netbanking,1,,pay_SYN00000256,2026-03-16T08:51:38+05:30
pa_000257,txn_000234,cust_0092,799900,INR,SUCCESS,,card,1,,pay_SYN00000257,2026-04-14T20:51:58+05:30
pa_000258,txn_000235,cust_0092,799900,INR,SUCCESS,,upi,1,,pay_SYN00000258,2026-08-11T22:46:18+05:30
pa_000259,txn_000236,cust_0092,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000259,2026-04-30T20:22:54+05:30
pa_000260,txn_000237,cust_0093,79900,INR,SUCCESS,,wallet,1,,pay_SYN00000260,2026-06-25T20:04:11+05:30
pa_000261,txn_000238,cust_0093,129900,INR,SUCCESS,,card,1,,pay_SYN00000261,2026-06-30T11:26:18+05:30
pa_000262,txn_000239,cust_0095,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000262,2026-04-10T08:41:11+05:30
pa_000263,txn_000240,cust_0096,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000263,2026-06-16T22:26:12+05:30
pa_000264,txn_000241,cust_0097,129900,INR,SUCCESS,,netbanking,1,,pay_SYN00000264,2026-05-28T18:24:42+05:30
pa_000265,txn_000242,cust_0099,449900,INR,SUCCESS,,wallet,1,,pay_SYN00000265,2026-06-30T20:09:34+05:30
pa_000266,txn_000243,cust_0099,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000266,2026-04-07T10:47:17+05:30
pa_000267,txn_000244,cust_0099,899700,INR,SUCCESS,,upi,1,,pay_SYN00000267,2026-05-08T10:20:13+05:30
pa_000268,txn_000245,cust_0099,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000268,2026-05-22T18:17:12+05:30
pa_000269,txn_000246,cust_0099,399900,INR,SUCCESS,,card,1,,pay_SYN00000269,2026-03-22T17:37:00+05:30
pa_000270,txn_000247,cust_0100,19900,INR,SUCCESS,,netbanking,1,,pay_SYN00000270,2026-07-27T13:39:33+05:30
pa_000271,txn_000248,cust_0100,129900,INR,SUCCESS,,netbanking,1,,pay_SYN00000271,2026-08-05T11:24:18+05:30
pa_000272,txn_000249,cust_0101,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000272,2026-05-21T11:28:17+05:30
pa_000273,txn_000250,cust_0102,799900,INR,SUCCESS,,card,1,,pay_SYN00000273,2026-06-04T13:59:44+05:30
pa_000274,txn_000251,cust_0102,1799800,INR,SUCCESS,,upi,1,,pay_SYN00000274,2026-06-29T11:32:09+05:30
pa_000275,txn_000252,cust_0103,799900,INR,SUCCESS,,upi,1,,pay_SYN00000275,2026-08-28T17:54:37+05:30
pa_000276,txn_000253,cust_0103,2399800,INR,SUCCESS,,wallet,1,,pay_SYN00000276,2026-04-18T09:23:25+05:30
pa_000277,txn_000254,cust_0103,6499900,INR,SUCCESS,,card,1,,pay_SYN00000277,2026-07-28T07:58:29+05:30
pa_000278,txn_000255,cust_0103,2499900,INR,SUCCESS,,upi,1,,pay_SYN00000278,2026-07-17T18:26:51+05:30
pa_000279,txn_000256,cust_0103,12999800,INR,SUCCESS,,upi,1,,pay_SYN00000279,2026-03-29T13:29:44+05:30
pa_000280,txn_000257,cust_0103,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000280,2026-05-21T13:03:37+05:30
pa_000281,txn_000258,cust_0104,1199900,INR,SUCCESS,,card,1,,pay_SYN00000281,2026-05-25T12:52:26+05:30
pa_000282,txn_000259,cust_0104,449900,INR,SUCCESS,,netbanking,1,,pay_SYN00000282,2026-06-12T12:04:06+05:30
pa_000283,txn_000260,cust_0104,239700,INR,SUCCESS,,card,1,,pay_SYN00000283,2026-07-07T17:05:11+05:30
pa_000284,txn_000261,cust_0105,399900,INR,SUCCESS,,upi,1,,pay_SYN00000284,2026-06-17T18:14:00+05:30
pa_000285,txn_000262,cust_0106,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000285,2026-06-17T21:45:50+05:30
pa_000286,txn_000263,cust_0106,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000286,2026-07-21T19:51:49+05:30
pa_000287,txn_000264,cust_0107,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000287,2026-04-05T07:47:22+05:30
pa_000288,txn_000265,cust_0107,99800,INR,SUCCESS,,card,1,,pay_SYN00000288,2026-04-14T14:30:58+05:30
pa_000289,txn_000266,cust_0108,249900,INR,SUCCESS,,card,1,,pay_SYN00000289,2026-05-19T17:00:56+05:30
pa_000290,txn_000267,cust_0108,449900,INR,SUCCESS,,card,1,,pay_SYN00000290,2026-07-02T08:07:35+05:30
pa_000291,txn_000268,cust_0108,249900,INR,SUCCESS,,card,1,,pay_SYN00000291,2026-08-06T20:42:58+05:30
pa_000292,txn_000269,cust_0108,1499900,INR,SUCCESS,,wallet,1,,pay_SYN00000292,2026-07-21T14:56:45+05:30
pa_000293,txn_000270,cust_0109,1199900,INR,SUCCESS,,wallet,1,,pay_SYN00000293,2026-08-16T11:58:02+05:30
pa_000294,txn_000271,cust_0109,79900,INR,SUCCESS,,upi,1,,pay_SYN00000294,2026-04-24T06:26:10+05:30
pa_000295,txn_000272,cust_0109,149900,INR,SUCCESS,,upi,1,,pay_SYN00000295,2026-03-12T22:22:37+05:30
pa_000296,txn_000273,cust_0110,14900,INR,SUCCESS,,upi,1,,pay_SYN00000296,2026-04-24T19:09:06+05:30
pa_000297,txn_000274,cust_0110,149900,INR,SUCCESS,,upi,1,,pay_SYN00000297,2026-03-28T17:03:48+05:30
pa_000298,txn_000275,cust_0111,2999800,INR,SUCCESS,,upi,1,,pay_SYN00000298,2026-05-21T20:02:40+05:30
pa_000299,txn_000276,cust_0111,799900,INR,SUCCESS,,card,1,,pay_SYN00000299,2026-03-11T15:48:02+05:30
pa_000300,txn_000277,cust_0111,449900,INR,SUCCESS,,card,1,,pay_SYN00000300,2026-05-11T09:55:05+05:30
pa_000301,txn_000278,cust_0111,899900,INR,SUCCESS,,card,1,,pay_SYN00000301,2026-03-09T12:07:06+05:30
pa_000302,txn_000279,cust_0112,399900,INR,SUCCESS,,wallet,1,,pay_SYN00000302,2026-06-15T17:37:43+05:30
pa_000303,txn_000280,cust_0113,49900,INR,SUCCESS,,card,1,,pay_SYN00000303,2026-05-27T07:28:12+05:30
pa_000304,txn_000281,cust_0113,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000304,2026-08-05T22:37:55+05:30
pa_000305,txn_000282,cust_0114,49900,INR,SUCCESS,,card,1,,pay_SYN00000305,2026-03-22T19:53:46+05:30
pa_000306,txn_000283,cust_0115,49900,INR,SUCCESS,,card,1,,pay_SYN00000306,2026-09-01T20:55:34+05:30
pa_000307,txn_000284,cust_0116,19900,INR,SUCCESS,,card,1,,pay_SYN00000307,2026-07-09T16:43:50+05:30
pa_000308,txn_000285,cust_0116,14900,INR,SUCCESS,,wallet,1,,pay_SYN00000308,2026-05-22T20:15:57+05:30
pa_000309,txn_000286,cust_0118,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000309,2026-05-26T14:50:55+05:30
pa_000310,txn_000287,cust_0119,79900,INR,SUCCESS,,card,1,,pay_SYN00000310,2026-03-26T15:51:55+05:30
pa_000311,txn_000288,cust_0119,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000311,2026-05-22T23:32:55+05:30
pa_000312,txn_000289,cust_0119,799900,INR,SUCCESS,,card,1,,pay_SYN00000312,2026-04-21T20:30:55+05:30
pa_000313,txn_000290,cust_0119,129900,INR,SUCCESS,,upi,1,,pay_SYN00000313,2026-08-06T06:32:09+05:30
pa_000314,txn_000291,cust_0119,899900,INR,SUCCESS,,card,1,,pay_SYN00000314,2026-07-20T07:02:16+05:30
pa_000315,txn_000292,cust_0120,299900,INR,SUCCESS,,upi,1,,pay_SYN00000315,2026-03-24T23:40:31+05:30
pa_000316,txn_000293,cust_0120,1199700,INR,SUCCESS,,netbanking,1,,pay_SYN00000316,2026-08-06T07:44:40+05:30
pa_000317,txn_000294,cust_0120,79900,INR,SUCCESS,,upi,1,,pay_SYN00000317,2026-04-29T22:40:06+05:30
pa_000318,txn_000295,cust_0120,899900,INR,SUCCESS,,netbanking,1,,pay_SYN00000318,2026-06-24T19:19:35+05:30
pa_000319,txn_000296,cust_0121,2699700,INR,SUCCESS,,netbanking,1,,pay_SYN00000319,2026-07-06T18:39:42+05:30
pa_000320,txn_000297,cust_0121,899900,INR,SUCCESS,,wallet,1,,pay_SYN00000320,2026-08-06T07:13:12+05:30
pa_000321,txn_000298,cust_0121,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000321,2026-06-24T04:42:46+05:30
pa_000322,txn_000299,cust_0121,1199700,INR,SUCCESS,,wallet,1,,pay_SYN00000322,2026-08-14T08:04:26+05:30
pa_000323,txn_000300,cust_0122,49900,INR,SUCCESS,,upi,1,,pay_SYN00000323,2026-05-20T11:38:01+05:30
pa_000324,txn_000301,cust_0122,14900,INR,SUCCESS,,netbanking,1,,pay_SYN00000324,2026-04-29T20:55:48+05:30
pa_000325,txn_000302,cust_0123,3999900,INR,SUCCESS,,wallet,1,,pay_SYN00000325,2026-07-17T22:21:48+05:30
pa_000326,txn_000303,cust_0123,899900,INR,SUCCESS,,card,1,,pay_SYN00000326,2026-07-08T14:06:11+05:30
pa_000327,txn_000304,cust_0123,2499900,INR,SUCCESS,,netbanking,1,,pay_SYN00000327,2026-03-14T08:18:48+05:30
pa_000328,txn_000305,cust_0123,249900,INR,SUCCESS,,upi,1,,pay_SYN00000328,2026-04-02T15:04:30+05:30
pa_000329,txn_000306,cust_0123,299900,INR,SUCCESS,,card,1,,pay_SYN00000329,2026-08-06T12:36:24+05:30
pa_000330,txn_000307,cust_0123,2399700,INR,SUCCESS,,card,1,,pay_SYN00000330,2026-07-11T13:43:35+05:30
pa_000331,txn_000308,cust_0123,249900,INR,SUCCESS,,upi,1,,pay_SYN00000331,2026-07-03T15:57:31+05:30
pa_000332,txn_000309,cust_0123,6499900,INR,SUCCESS,,netbanking,1,,pay_SYN00000332,2026-07-30T08:00:48+05:30
pa_000333,txn_000310,cust_0124,129900,INR,SUCCESS,,upi,1,,pay_SYN00000333,2026-08-21T19:55:04+05:30
pa_000334,txn_000311,cust_0124,99800,INR,SUCCESS,,card,1,,pay_SYN00000334,2026-06-06T15:54:17+05:30
pa_000335,txn_000312,cust_0125,2499900,INR,SUCCESS,,card,1,,pay_SYN00000335,2026-07-10T17:40:45+05:30
pa_000336,txn_000313,cust_0125,799900,INR,SUCCESS,,upi,1,,pay_SYN00000336,2026-06-15T15:57:03+05:30
pa_000337,txn_000314,cust_0125,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000337,2026-03-19T13:38:11+05:30
pa_000338,txn_000315,cust_0125,299900,INR,SUCCESS,,upi,1,,pay_SYN00000338,2026-06-09T11:19:29+05:30
pa_000339,txn_000316,cust_0125,899800,INR,SUCCESS,,wallet,1,,pay_SYN00000339,2026-07-30T22:45:45+05:30
pa_000340,txn_000317,cust_0125,2499900,INR,SUCCESS,,card,1,,pay_SYN00000340,2026-05-12T20:22:23+05:30
pa_000341,txn_000318,cust_0125,1199900,INR,SUCCESS,,netbanking,1,,pay_SYN00000341,2026-04-03T19:04:35+05:30
pa_000342,txn_000319,cust_0128,249900,INR,SUCCESS,,upi,1,,pay_SYN00000342,2026-05-28T11:37:30+05:30
pa_000343,txn_000320,cust_0128,599800,INR,SUCCESS,,netbanking,1,,pay_SYN00000343,2026-07-27T17:19:16+05:30
pa_000344,txn_000321,cust_0128,2699700,INR,SUCCESS,,netbanking,1,,pay_SYN00000344,2026-05-15T11:04:41+05:30
pa_000345,txn_000322,cust_0128,1199900,INR,SUCCESS,,netbanking,1,,pay_SYN00000345,2026-05-19T12:56:52+05:30
pa_000346,txn_000323,cust_0128,8999900,INR,SUCCESS,,wallet,1,,pay_SYN00000346,2026-05-19T09:53:40+05:30
pa_000347,txn_000324,cust_0128,2499900,INR,SUCCESS,,upi,1,,pay_SYN00000347,2026-07-20T19:18:08+05:30
pa_000348,txn_000325,cust_0128,8999900,INR,SUCCESS,,netbanking,1,,pay_SYN00000348,2026-05-03T15:20:01+05:30
pa_000349,txn_000326,cust_0128,8999900,INR,SUCCESS,,card,1,,pay_SYN00000349,2026-03-20T19:52:08+05:30
pa_000350,txn_000327,cust_0129,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000350,2026-08-17T17:27:04+05:30
pa_000351,txn_000328,cust_0129,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000351,2026-06-18T15:48:21+05:30
pa_000352,txn_000329,cust_0129,129900,INR,SUCCESS,,card,1,,pay_SYN00000352,2026-05-09T14:00:50+05:30
pa_000353,txn_000330,cust_0131,79900,INR,SUCCESS,,wallet,1,,pay_SYN00000353,2026-08-22T14:26:01+05:30
pa_000354,txn_000331,cust_0131,79900,INR,SUCCESS,,upi,1,,pay_SYN00000354,2026-04-02T13:30:58+05:30
pa_000355,txn_000332,cust_0132,259800,INR,SUCCESS,,netbanking,1,,pay_SYN00000355,2026-07-09T19:25:37+05:30
pa_000356,txn_000333,cust_0132,79900,INR,SUCCESS,,wallet,1,,pay_SYN00000356,2026-08-13T18:04:53+05:30
pa_000357,txn_000334,cust_0132,1199900,INR,SUCCESS,,netbanking,1,,pay_SYN00000357,2026-07-29T20:28:17+05:30
pa_000358,txn_000335,cust_0132,799900,INR,SUCCESS,,upi,1,,pay_SYN00000358,2026-04-01T14:09:16+05:30
pa_000359,txn_000336,cust_0133,449900,INR,SUCCESS,,wallet,1,,pay_SYN00000359,2026-04-26T20:25:16+05:30
pa_000360,txn_000337,cust_0133,1499900,INR,SUCCESS,,card,1,,pay_SYN00000360,2026-04-16T12:41:00+05:30
pa_000361,txn_000338,cust_0133,6499900,INR,SUCCESS,,wallet,1,,pay_SYN00000361,2026-03-25T10:30:58+05:30
pa_000362,txn_000339,cust_0133,1599800,INR,SUCCESS,,netbanking,1,,pay_SYN00000362,2026-05-12T11:52:25+05:30
pa_000363,txn_000340,cust_0134,129900,INR,SUCCESS,,card,1,,pay_SYN00000363,2026-06-16T19:12:01+05:30
pa_000364,txn_000341,cust_0134,899900,INR,SUCCESS,,upi,1,,pay_SYN00000364,2026-05-16T15:43:10+05:30
pa_000365,txn_000342,cust_0134,159800,INR,SUCCESS,,upi,1,,pay_SYN00000365,2026-04-06T20:27:00+05:30
pa_000366,txn_000343,cust_0135,449900,INR,SUCCESS,,netbanking,1,,pay_SYN00000366,2026-04-15T13:37:30+05:30
pa_000367,txn_000344,cust_0135,79900,INR,SUCCESS,,card,1,,pay_SYN00000367,2026-05-01T19:40:34+05:30
pa_000368,txn_000345,cust_0135,49900,INR,SUCCESS,,netbanking,1,,pay_SYN00000368,2026-03-30T19:24:32+05:30
pa_000369,txn_000346,cust_0135,449900,INR,SUCCESS,,wallet,1,,pay_SYN00000369,2026-04-29T12:26:30+05:30
pa_000370,txn_000347,cust_0136,149900,INR,SUCCESS,,upi,1,,pay_SYN00000370,2026-06-22T13:51:23+05:30
pa_000371,txn_000348,cust_0136,1499900,INR,SUCCESS,,upi,1,,pay_SYN00000371,2026-05-14T12:20:35+05:30
pa_000372,txn_000349,cust_0136,299900,INR,SUCCESS,,upi,1,,pay_SYN00000372,2026-04-17T19:38:20+05:30
pa_000373,txn_000350,cust_0137,129900,INR,SUCCESS,,wallet,1,,pay_SYN00000373,2026-04-20T14:30:14+05:30
pa_000374,txn_000351,cust_0138,299800,INR,SUCCESS,,wallet,1,,pay_SYN00000374,2026-04-09T19:47:51+05:30
pa_000375,txn_000352,cust_0138,2399700,INR,SUCCESS,,wallet,1,,pay_SYN00000375,2026-07-13T20:10:07+05:30
pa_000376,txn_000353,cust_0138,3599700,INR,SUCCESS,,wallet,1,,pay_SYN00000376,2026-06-26T08:56:00+05:30
pa_000377,txn_000354,cust_0139,129900,INR,SUCCESS,,upi,1,,pay_SYN00000377,2026-08-11T06:06:11+05:30
pa_000378,txn_000355,cust_0139,399900,INR,SUCCESS,,card,1,,pay_SYN00000378,2026-07-06T20:48:01+05:30
pa_000379,txn_000356,cust_0139,79900,INR,SUCCESS,,card,1,,pay_SYN00000379,2026-05-21T18:19:51+05:30
pa_000380,txn_000357,cust_0139,299900,INR,SUCCESS,,card,1,,pay_SYN00000380,2026-08-21T13:02:12+05:30
pa_000381,txn_000358,cust_0139,49900,INR,SUCCESS,,upi,1,,pay_SYN00000381,2026-07-20T12:52:21+05:30
pa_000382,txn_000359,cust_0140,8999900,INR,SUCCESS,,wallet,1,,pay_SYN00000382,2026-04-20T22:07:16+05:30
pa_000383,txn_000360,cust_0140,6499900,INR,SUCCESS,,wallet,1,,pay_SYN00000383,2026-05-13T18:53:29+05:30
pa_000384,txn_000361,cust_0140,399900,INR,SUCCESS,,wallet,1,,pay_SYN00000384,2026-05-29T19:15:30+05:30
pa_000385,txn_000362,cust_0140,399900,INR,SUCCESS,,card,1,,pay_SYN00000385,2026-04-07T10:36:44+05:30
pa_000386,txn_000363,cust_0140,2699700,INR,SUCCESS,,wallet,1,,pay_SYN00000386,2026-07-13T12:19:30+05:30
pa_000387,txn_000364,cust_0140,449900,INR,SUCCESS,,netbanking,1,,pay_SYN00000387,2026-07-02T14:46:30+05:30
pa_000388,txn_000365,cust_0140,249900,INR,SUCCESS,,card,1,,pay_SYN00000388,2026-07-14T18:45:06+05:30
pa_000389,txn_000366,cust_0140,299900,INR,SUCCESS,,card,1,,pay_SYN00000389,2026-03-20T23:24:41+05:30
pa_000390,txn_000367,cust_0142,14900,INR,SUCCESS,,upi,1,,pay_SYN00000390,2026-03-18T10:33:45+05:30
pa_000391,txn_000368,cust_0142,399900,INR,SUCCESS,,upi,1,,pay_SYN00000391,2026-07-25T18:50:59+05:30
pa_000392,txn_000369,cust_0143,899900,INR,SUCCESS,,upi,1,,pay_SYN00000392,2026-08-26T18:59:56+05:30
pa_000393,txn_000370,cust_0143,899900,INR,SUCCESS,,upi,1,,pay_SYN00000393,2026-05-21T19:58:38+05:30
pa_000394,txn_000371,cust_0143,899900,INR,SUCCESS,,upi,1,,pay_SYN00000394,2026-06-28T16:01:02+05:30
pa_000395,txn_000372,cust_0143,1499900,INR,SUCCESS,,wallet,1,,pay_SYN00000395,2026-05-31T15:29:31+05:30
pa_000396,txn_000373,cust_0143,79900,INR,SUCCESS,,card,1,,pay_SYN00000396,2026-07-16T09:18:32+05:30
pa_000397,txn_000374,cust_0145,129900,INR,SUCCESS,,wallet,1,,pay_SYN00000397,2026-03-06T12:11:00+05:30
pa_000398,txn_000375,cust_0145,129900,INR,SUCCESS,,upi,1,,pay_SYN00000398,2026-06-11T18:00:55+05:30
pa_000399,txn_000376,cust_0145,49900,INR,SUCCESS,,card,1,,pay_SYN00000399,2026-03-05T16:58:05+05:30
pa_000400,txn_000377,cust_0145,129900,INR,SUCCESS,,netbanking,1,,pay_SYN00000400,2026-07-16T20:14:16+05:30
pa_000401,txn_000378,cust_0146,49900,INR,SUCCESS,,card,1,,pay_SYN00000401,2026-03-07T14:49:20+05:30
pa_000402,txn_000379,cust_0146,1199900,INR,SUCCESS,,wallet,1,,pay_SYN00000402,2026-03-14T19:19:31+05:30
pa_000403,txn_000380,cust_0146,249900,INR,SUCCESS,,upi,1,,pay_SYN00000403,2026-04-06T17:09:15+05:30
pa_000404,txn_000381,cust_0147,899900,INR,SUCCESS,,netbanking,1,,pay_SYN00000404,2026-03-03T17:51:31+05:30
pa_000405,txn_000382,cust_0147,299900,INR,SUCCESS,,upi,1,,pay_SYN00000405,2026-04-08T11:54:17+05:30
pa_000406,txn_000383,cust_0147,449900,INR,SUCCESS,,card,1,,pay_SYN00000406,2026-04-15T04:07:26+05:30
pa_000407,txn_000384,cust_0148,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000407,2026-06-21T20:21:11+05:30
pa_000408,txn_000385,cust_0148,39800,INR,SUCCESS,,card,1,,pay_SYN00000408,2026-07-21T17:28:14+05:30
pa_000409,txn_000386,cust_0149,49900,INR,SUCCESS,,netbanking,1,,pay_SYN00000409,2026-04-27T14:16:47+05:30
pa_000410,txn_000387,cust_0149,14900,INR,SUCCESS,,netbanking,1,,pay_SYN00000410,2026-07-19T17:11:44+05:30
pa_000411,txn_000388,cust_0150,449700,INR,SUCCESS,,wallet,1,,pay_SYN00000411,2026-03-30T20:34:25+05:30
pa_000412,txn_000389,cust_0152,149900,INR,SUCCESS,,upi,1,,pay_SYN00000412,2026-03-11T09:53:42+05:30
pa_000413,txn_000390,cust_0152,899900,INR,SUCCESS,,wallet,1,,pay_SYN00000413,2026-08-05T09:42:28+05:30
pa_000414,txn_000391,cust_0154,799900,INR,SUCCESS,,upi,1,,pay_SYN00000414,2026-05-12T13:54:38+05:30
pa_000415,txn_000392,cust_0154,8999900,INR,SUCCESS,,netbanking,1,,pay_SYN00000415,2026-08-08T11:29:30+05:30
pa_000416,txn_000393,cust_0154,799900,INR,SUCCESS,,upi,1,,pay_SYN00000416,2026-03-07T11:33:27+05:30
